Event Date,Administrator,Program,Start Time,End Time,Event Duration,Zone/Network,Event/Test,Event Type
8/6/2018,Con Edison,BQDM,20:00,0:00,4:00,Richmond Hill,Event,Planned
8/6/2018,Con Edison,BQDM,20:00,0:00,4:00,Ridgewood,Event,Planned
8/6/2018,Con Edison,BQDM,20:00,0:00,4:00,Crown Heights,Event,Planned
8/7/2018,Con Edison,BQDM,16:00,20:00,4:00,Richmond Hill,Event,Planned
8/7/2018,Con Edison,BQDM,16:00,20:00,4:00,Ridgewood,Event,Planned
8/7/2018,Con Edison,BQDM,16:00,20:00,4:00,Crown Heights,Event,Planned
8/7/2018,Con Edison,BQDM,20:00,0:00,4:00,Richmond Hill,Event,Planned
8/7/2018,Con Edison,BQDM,20:00,0:00,4:00,Ridgewood,Event,Planned
8/7/2018,Con Edison,BQDM,20:00,0:00,4:00,Crown Heights,Event,Planned
8/7/2018,Con Edison,Smart AC,14:00,18:00,4:00,All*,Test,Planned
8/7/2018,Con Edison,Smart AC,19:00,23:00,4:00,All*,Test,Planned
8/8/2018,Con Edison,BQDM,16:00,20:00,4:00,Richmond Hill,Event,Planned
8/8/2018,Con Edison,BQDM,16:00,20:00,4:00,Ridgewood,Event,Planned
8/8/2018,Con Edison,BQDM,16:00,20:00,4:00,Crown Heights,Event,Planned
8/8/2018,Con Edison,BQDM,20:00,0:00,4:00,Richmond Hill,Event,Planned
8/8/2018,Con Edison,BQDM,20:00,0:00,4:00,Ridgewood,Event,Planned
8/8/2018,Con Edison,BQDM,20:00,0:00,4:00,Crown Heights,Event,Planned
8/28/2018,NYISO,EDRP,12:00,18:00,6:00,Zone J,Event,Planned
8/28/2018,NYISO,SCR,12:00,18:00,6:00,Zone J,Event,Planned
8/28/2018,Con Edison,CSRP,11:00,15:00,4:00,All,Event,Planned
8/28/2018,Con Edison,CSRP,14:00,18:00,4:00,All,Event,Planned
8/28/2018,Con Edison,CSRP,16:00,20:00,4:00,All,Event,Planned
8/28/2018,Con Edison,CSRP,19:00,23:00,4:00,All,Event,Planned
8/28/2018,Con Edison,BQDM,16:00,20:00,4:00,Richmond Hill,Event,Planned
8/28/2018,Con Edison,BQDM,16:00,20:00,4:00,Ridgewood,Event,Planned
8/28/2018,Con Edison,BQDM,16:00,20:00,4:00,Crown Heights,Event,Planned
8/28/2018,Con Edison,BQDM,20:00,0:00,4:00,Richmond Hill,Event,Planned
8/28/2018,Con Edison,BQDM,20:00,0:00,4:00,Ridgewood,Event,Planned
8/28/2018,Con Edison,BQDM,20:00,0:00,4:00,Crown Heights,Event,Planned
8/28/2018,Con Edison,Nest,16:00,20:00,4:00,All,Event,Planned
8/28/2018,Con Edison,WhiskerLabs,16:00,20:00,4:00,All,Event,Planned
8/28/2018,Con Edison,Smart AC,14:00,18:00,4:00,All*,Test,Planned
8/28/2018,Con Edison,Smart AC,19:00,23:00,4:00,All*,Test,Planned
8/29/2018,NYISO,SCR,12:00,18:00,6:00,Zone J,Event,Planned
8/29/2018,NYISO,EDRP,12:00,18:00,6:00,Zone J,Event,Planned
8/29/2018,Con Edison,CSRP,11:00,15:00,4:00,All,Event,Planned
8/29/2018,Con Edison,CSRP,14:00,18:00,4:00,All,Event,Planned
8/29/2018,Con Edison,CSRP,16:00,20:00,4:00,All,Event,Planned
8/29/2018,Con Edison,CSRP,19:00,23:00,4:00,All,Event,Planned
8/29/2018,Con Edison,BQDM,16:00,20:00,4:00,Richmond Hill,Event,Planned
8/29/2018,Con Edison,BQDM,16:00,20:00,4:00,Ridgewood,Event,Planned
8/29/2018,Con Edison,BQDM,16:00,20:00,4:00,Crown Heights,Event,Planned
8/29/2018,Con Edison,BQDM,20:00,0:00,4:00,Richmond Hill,Event,Planned
8/29/2018,Con Edison,BQDM,20:00,0:00,4:00,Ridgewood,Event,Planned
8/29/2018,Con Edison,BQDM,20:00,0:00,4:00,Crown Heights,Event,Planned
8/29/2018,Con Edison,Nest,16:00,20:00,4:00,All,Event,Planned
8/29/2018,Con Edison,WhiskerLabs,16:00,20:00,4:00,All,Event,Planned
8/29/2018,Con Edison,DLRP,14:00,20:00,6:00,Central Park,Event,Contingency
8/29/2018,Con Edison,Smart AC,14:00,18:00,4:00,All*,Test,Planned
8/29/2018,Con Edison,Smart AC,19:00,23:00,4:00,All*,Test,Planned
8/30/2018,Con Edison,BQDM,16:00,20:00,4:00,Richmond Hill,Event,Planned
8/30/2018,Con Edison,BQDM,16:00,20:00,4:00,Ridgewood,Event,Planned
8/30/2018,Con Edison,BQDM,16:00,20:00,4:00,Crown Heights,Event,Planned
8/30/2018,Con Edison,BQDM,20:00,0:00,4:00,Richmond Hill,Event,Planned
8/30/2018,Con Edison,BQDM,20:00,0:00,4:00,Ridgewood,Event,Planned
8/30/2018,Con Edison,BQDM,20:00,0:00,4:00,Crown Heights,Event,Planned
8/30/2018,Con Edison,DLRP,13:00,19:00,6:00,Madison Square,Event,Contingency
8/30/2018,Con Edison,WhiskerLabs,13:00,17:00,4:00,Madison Square,Event,Contingency
8/30/2018,Con Edison,Nest,13:00,17:00,4:00,Madison Square,Event,Immediate
8/30/2018,NYISO,SCR,16:00,17:00,1:00,Zones H I,Test,Test
8/30/2018,NYISO,SCR,15:00,16:00,1:00,Zone J,Test,Test
8/30/2018,Con Edison,Smart AC,14:00,18:00,4:00,All*,Test,Planned
8/30/2018,Con Edison,Smart AC,19:00,23:00,4:00,All*,Test,Planned
9/6/2018,Con Edison,BQDM,16:00,20:00,4:00,Richmond Hill,Event,Planned
9/6/2018,Con Edison,BQDM,16:00,20:00,4:00,Ridgewood,Event,Planned
9/6/2018,Con Edison,BQDM,16:00,20:00,4:00,Crown Heights,Event,Planned
9/6/2018,Con Edison,BQDM,20:00,0:00,4:00,Richmond Hill,Event,Planned
9/6/2018,Con Edison,BQDM,20:00,0:00,4:00,Ridgewood,Event,Planned
9/6/2018,Con Edison,BQDM,20:00,0:00,4:00,Crown Heights,Event,Planned
9/6/2018,Con Edison,Nest,16:00,20:00,4:00,All,Event,Planned
9/6/2018,Con Edison,WhiskerLabs,16:00,20:00,4:00,All,Event,Planned
9/6/2018,Con Edison,CSRP,11:00,15:00,4:00,All,Event,Unplanned
9/6/2018,Con Edison,CSRP,14:00,18:00,4:00,All,Event,Planned
9/6/2018,Con Edison,CSRP,16:00,20:00,4:00,All,Event,Planned
9/6/2018,Con Edison,CSRP,19:00,23:00,4:00,All,Event,Planned
9/6/2018,Con Edison,Smart AC,14:00,18:00,4:00,All*,Test,Planned
9/6/2018,Con Edison,Smart AC,19:00,23:00,4:00,All*,Test,Planned
10/2/2018,NYISO,SCR,13:00,14:00,1:00,Zone J Event,Test,
2/21/2019,NYISO,SCR,17:00,18:00,1:00,Zones H I,Test,Test
2/21/2019,NYISO,SCR,18:00,19:00,1:00,Zone J,Test,Test
6/27/2019,Con Edison,DLRP,14:00,20:00,6:00,Cooper Square,Event,Contingency
6/27/2019,Con Edison,Resideo,14:00,20:00,6:00,Cooper Square,Event,Contingency
6/27/2019,Con Edison,Nest,14:00,20:00,6:00,Cooper Square,Event,Contingency
7/17/2019,Con Edison,DLRP,18:00,0:00,6:00,Brownsville*,Event,Contingency
7/17/2019,Con Edison,Resideo,18:00,0:00,6:00,Brownsville*,Event,Contingency
7/17/2019,Con Edison,Nest,18:00,22:00,4:00,Brownsville*,Event,Contingency
7/17/2019,Con Edison,DLRP,17:00,23:00,6:00,Fox Hills,Event,Immediate
7/17/2019,Con Edison,DLRP,17:00,23:00,6:00,Willowbrook,Event,Immediate
7/17/2019,Con Edison,Resideo,17:00,23:00,6:00,Fox Hills,Event,Immediate
7/17/2019,Con Edison,Resideo,17:00,23:00,6:00,Willowbrook,Event,Immediate
7/17/2019,Con Edison,Nest,17:00,23:00,6:00,Fox Hills,Event,Immediate
7/17/2019,Con Edison,Nest,17:00,23:00,6:00,Willowbrook,Event,Immediate
7/19/2019,Con Edison,CSRP,11:00,15:00,4:00,All,Event,Planned
7/19/2019,Con Edison,CSRP,14:00,18:00,4:00,All,Event,Planned
7/19/2019,Con Edison,CSRP,16:00,20:00,4:00,All,Event,Planned
7/19/2019,Con Edison,CSRP,19:00,23:00,4:00,All,Event,Planned
7/19/2019,Con Edison,Nest,16:00,20:00,4:00,All**,Event,Planned
7/19/2019,Con Edison,Resideo,16:00,20:00,4:00,All**,Event,Planned
7/19/2019,Con Edison,Smart AC,16:00,20:00,4:00,All,Event,Planned
7/19/2019,Con Edison,DLRP,18:00,0:00,6:00,Brownsville*,Event,Contingency
7/19/2019,Con Edison,Resideo,18:00,0:00,6:00,Brownsville*,Event,Contingency
7/19/2019,Con Edison,Nest,18:00,22:00,4:00,Brownsville*,Event,Contingency
7/20/2019,Con Edison,CSRP,11:00,15:00,4:00,All^,Event,Unplanned
7/20/2019,Con Edison,CSRP,14:00,18:00,4:00,All^,Event,Unplanned
7/20/2019,Con Edison,CSRP,16:00,20:00,4:00,All^,Event,Unplanned
7/20/2019,Con Edison,CSRP,19:00,23:00,4:00,All^,Event,Unplanned
7/20/2019,Con Edison,DLRP,11:00,15:00,4:00,All^,Event,Contingency
7/20/2019,Con Edison,DLRP,14:00,18:00,4:00,All^,Event,Contingency
7/20/2019,Con Edison,DLRP,16:00,20:00,4:00,All^,Event,Contingency
7/20/2019,Con Edison,DLRP,19:00,23:00,4:00,All^,Event,Contingency
7/20/2019,Con Edison,Resideo,11:00,15:00,4:00,All^,Event,Planned
7/20/2019,Con Edison,Resideo,14:00,18:00,4:00,All^,Event,Planned
7/20/2019,Con Edison,Resideo,16:00,20:00,4:00,All^,Event,Planned
7/20/2019,Con Edison,Resideo,19:00,23:00,4:00,All^,Event,Planned
7/20/2019,Con Edison,Nest,11:00,15:00,4:00,All^,Event,Planned
7/20/2019,Con Edison,Nest,14:00,18:00,4:00,All^,Event,Planned
7/20/2019,Con Edison,Nest,16:00,20:00,4:00,All^,Event,Planned
7/20/2019,Con Edison,Nest,19:00,23:00,4:00,All^,Event,Planned
7/20/2019,Con Edison,Smart AC,14:00,18:00,4:00,All^,Event,Planned
7/20/2019,Con Edison,Smart AC,16:00,20:00,4:00,All^,Event,Planned
7/20/2019,Con Edison,Smart AC,19:00,23:00,4:00,All^,Event,Planned
7/20/2019,Con Edison,DLRP,18:00,0:00,6:00,Brownsville*,Event,Contingency
7/20/2019,Con Edison,Resideo,18:00,0:00,6:00,Brownsville*,Event,Contingency
7/20/2019,Con Edison,Nest,18:00,0:00,6:00,Brownsville*,Event,Contingency
7/21/2019,Con Edison,CSRP,11:00,15:00,4:00,All^,Event,Unplanned
7/21/2019,Con Edison,CSRP,14:00,18:00,4:00,All^,Event,Unplanned
7/21/2019,Con Edison,CSRP,16:00,20:00,4:00,All^,Event,Unplanned
7/21/2019,Con Edison,CSRP,19:00,23:00,4:00,All^,Event,Unplanned
7/21/2019,Con Edison,DLRP,11:00,15:00,4:00,All^,Event,Contingency
7/21/2019,Con Edison,DLRP,14:00,18:00,4:00,All^,Event,Contingency
7/21/2019,Con Edison,DLRP,16:00,20:00,4:00,All^,Event,Contingency
7/21/2019,Con Edison,DLRP,19:00,23:00,4:00,All^,Event,Contingency
7/21/2019,Con Edison,Resideo,11:00,15:00,4:00,All^,Event,Planned
7/21/2019,Con Edison,Resideo,14:00,18:00,4:00,All^,Event,Planned
7/21/2019,Con Edison,Resideo,16:00,20:00,4:00,All^,Event,Planned
7/21/2019,Con Edison,Resideo,19:00,23:00,4:00,All^,Event,Planned
7/21/2019,Con Edison,Nest,11:00,15:00,4:00,All^,Event,Planned
7/21/2019,Con Edison,Nest,14:00,18:00,4:00,All^,Event,Planned
7/21/2019,Con Edison,Nest,16:00,20:00,4:00,All^,Event,Planned
7/21/2019,Con Edison,Nest,19:00,23:00,4:00,All^,Event,Planned
7/21/2019,Con Edison,Smart AC,14:00,18:00,4:00,All^,Event,Planned
7/21/2019,Con Edison,Smart AC,16:00,20:00,4:00,All^,Event,Planned
7/21/2019,Con Edison,Smart AC,19:00,23:00,4:00,All^,Event,Planned
7/21/2019,Con Edison,DLRP,18:00,0:00,6:00,Brownsville*,Event,Contingency
7/21/2019,Con Edison,Resideo,18:00,0:00,6:00,Brownsville*,Event,Contingency
7/21/2019,Con Edison,Nest,19:00,0:00,5:00,Brownsville*,Event,Contingency
7/22/2019,Con Edison,DLRP,18:00,0:00,6:00,Brownsville*,Event,Contingency
7/22/2019,Con Edison,Resideo,18:00,0:00,6:00,Brownsville*,Event,Contingency
7/22/2019,Con Edison,Nest,18:00,22:00,4:00,Brownsville*,Event,Contingency
7/22/2019,Con Edison,DLRP,16:00,22:00,6:00,Flatbush,Event,Immediate
7/22/2019,Con Edison,Resideo,16:00,22:00,6:00,Flatbush,Event,Immediate
7/22/2019,Con Edison,Nest,16:00,22:00,4:00,Flatbush,Event,Immediate
7/30/2019,Con Edison,DLRP,16:00,22:00,6:00,Flatbush,Event,Contingency
7/30/2019,Con Edison,DLRP,16:00,22:00,6:00,Willowbrook,Event,Contingency
7/30/2019,Con Edison,DLRP,16:00,22:00,6:00,Wainwright,Event,Contingency
7/30/2019,Con Edison,Resideo,16:00,22:00,6:00,Flatbush,Event,Contingency
7/30/2019,Con Edison,Resideo,16:00,22:00,6:00,Willowbrook,Event,Contingency
7/30/2019,Con Edison,Resideo,16:00,22:00,6:00,Wainwright,Event,Contingency
7/30/2019,Con Edison,Nest,16:00,22:00,6:00,Flatbush,Event,Contingency
7/30/2019,Con Edison,Nest,16:00,22:00,6:00,Willowbrook,Event,Contingency
7/30/2019,Con Edison,Nest,16:00,22:00,6:00,Wainwright,Event,Contingency
8/19/2019,Con Edison,CSRP,11:00,15:00,4:00,All,Event,Planned
8/19/2019,Con Edison,CSRP,14:00,18:00,4:00,All,Event,Planned
8/19/2019,Con Edison,CSRP,16:00,20:00,4:00,All,Event,Planned
8/19/2019,Con Edison,CSRP,19:00,23:00,4:00,All,Event,Planned
8/19/2019,Con Edison,Nest,16:00,20:00,4:00,All,Event,Planned
8/19/2019,Con Edison,Resideo,16:00,20:00,4:00,All,Event,Planned
8/19/2019,Con Edison,Smart AC,16:00,20:00,4:00,All,Event,Planned
8/20/2019,Con Edison,DLRP,16:00,18:00,2:00,All,Test,Test
8/20/2019,Con Edison,Nest,16:00,20:00,4:00,All,Test,Test
8/20/2019,Con Edison,Resideo,16:00,20:00,4:00,All,Test,Test
8/22/2019,NYISO,SCR,15:00,16:00,1:00,Zone J,Test,Test
8/22/2019,NYISO,SCR,16:00,17:00,1:00,Zones I K,Test,Test
8/22/2019,Con Edison,Smart AC,16:00,20:00,4:00,All,Test,Test
8/22/2019,Con Edison,DLRP,14:00,20:00,6:00,Bay Ridge,Event,Immediate
8/22/2019,Con Edison,Nest,14:00,20:00,6:00,Bay Ridge,Event,Immediate
8/22/2019,Con Edison,Resideo,14:00,20:00,6:00,Bay Ridge,Event,Immediate
10/3/2019,NYISO,SCR,13:00,14:00,1:00,Zones I J,Test,Test
2/25/2020,NYISO,SCR,17:00,18:00,1:00,Zones H I,Test,Test
2/25/2020,NYISO,SCR,18:00,19:00,1:00,Zone J,Test,Test
6/21/2020,Con Edison,CSRP,19:30,23:30,4:00,Rego Park,Event,Unplanned
6/21/2020,Con Edison,Resideo,19:30,23:30,4:00,Rego Park,Event,Unplanned
6/22/2020,Con Edison,DLRP,19:00,0:00,5:00,Rego Park,Event,Contingency
6/22/2020,Con Edison,Resideo,19:00,0:00,5:00,Rego Park,Event,Contingency
6/25/2020,Con Edison,CSRP,16:00,22:00,6:00,Brownsville*,Event,Unplanned
6/25/2020,Con Edison,DLRP,16:00,22:00,6:00,Brownsville*,Event,Contingency
6/25/2020,Con Edison,Resideo,16:00,22:00,6:00,Brownsville*,Event,Contingency
6/26/2020,Con Edison,CSRP,16:00,22:00,6:00,Brownsville*,Event,Unplanned
6/26/2020,Con Edison,DLRP,16:00,22:00,6:00,Brownsville*,Event,Contingency
6/26/2020,Con Edison,Resideo,16:00,22:00,6:00,Brownsville*,Event,Contingency
6/26/2020,Con Edison,Nest,16:00,20:00,4:00,Brownsville*,Event,Contingency
6/27/2020,Con Edison,CSRP,18:00,22:00,4:00,Brownsville*,Event,Unplanned
6/27/2020,Con Edison,DLRP,18:00,22:00,4:00,Brownsville*,Event,Contingency
6/27/2020,Con Edison,Resideo,18:00,22:00,4:00,Brownsville*,Event,Contingency
6/27/2020,Con Edison,Nest,18:00,22:00,4:00,Brownsville*,Event,Contingency
6/28/2020,Con Edison,CSRP,17:00,23:00,6:00,Brownsville*,Event,Unplanned
6/28/2020,Con Edison,DLRP,17:00,23:00,6:00,Brownsville*,Event,Contingency
6/28/2020,Con Edison,Resideo,17:00,23:00,6:00,Brownsville*,Event,Contingency
6/28/2020,Con Edison,Nest,17:00,21:00,4:00,Brownsville*,Event,Contingency
6/29/2020,Con Edison,CSRP,16:00,22:00,6:00,Brownsville*,Event,Unplanned
6/29/2020,Con Edison,DLRP,16:00,22:00,6:00,Brownsville*,Event,Contingency
6/29/2020,Con Edison,Resideo,16:00,22:00,6:00,Brownsville*,Event,Contingency
6/29/2020,Con Edison,Nest,16:00,20:00,4:00,Brownsville*,Event,Contingency
6/30/2020,Con Edison,CSRP,16:00,22:00,6:00,Brownsville*,Event,Unplanned
6/30/2020,Con Edison,DLRP,16:00,22:00,6:00,Brownsville*,Event,Contingency
7/1/2020,Con Edison,CSRP,16:00,22:00,6:00,Brownsville*,Event,Unplanned
7/1/2020,Con Edison,DLRP,16:00,22:00,6:00,Brownsville*,Event,Contingency
7/2/2020,Con Edison,CSRP,16:00,22:00,6:00,Brownsville*,Event,Unplanned
7/2/2020,Con Edison,DLRP,16:00,22:00,6:00,Brownsville*,Event,Contingency
7/2/2020,Con Edison,Resideo,16:00,22:00,6:00,Brownsville*,Event,Contingency
7/5/2020,Con Edison,CSRP,16:00,22:00,6:00,Brownsville*,Event,Unplanned
7/5/2020,Con Edison,Resideo,16:00,22:00,6:00,Brownsville*,Event,Unplanned
7/6/2020,Con Edison,CSRP,16:00,22:00,6:00,Brownsville*,Event,Unplanned
7/6/2020,Con Edison,DLRP,16:00,22:00,6:00,Brownsville*,Event,Contingency
7/6/2020,Con Edison,Resideo,16:00,22:00,6:00,Brownsville*,Event,Contingency
7/6/2020,Con Edison,Nest,16:00,20:00,4:00,Brownsville*,Event,Contingency
7/6/2020,NYISO,TDRP,16:00,20:00,6:00,Zone J8,Event,
7/7/2020,NYISO,TDRP,16:00,22:00,6:00,Zone J8,Event,
7/7/2020,Con Edison,CSRP,16:00,22:00,6:00,Brownsville*,Event,Unplanned
7/7/2020,Con Edison,DLRP,16:00,22:00,6:00,Brownsville*,Event,Contingency
7/7/2020,Con Edison,Resideo,16:00,22:00,6:00,Brownsville*,Event,Contingency
7/9/2020-7/10/2020,Con Edison,CSRP,22:00,2:00,4:00,Richmond Hill,Event,Unplanned
7/20/2020,NYISO,TDRP,16:00,22:00,6:00,Zones J1 J2 J3 J4 J5 J7 J8,Event,
7/20/2020,Con Edison,CSRP,16:00,22:00,6:00,Non-Manhattan**,Event,Unplanned
7/20/2020,Con Edison,DLRP,16:00,22:00,6:00,Non-Manhattan**,Event,Contingency
7/20/2020,Con Edison,Resideo,16:00,20:00,4:00,All,Test,Test
7/20/2020,Con Edison,Nest,16:00,20:00,4:00,All,Test,Test
7/21/2020,Con Edison,DLRP,16:00,22:00,6:00,Maspeth,Event,Contingency
7/21/2020,Con Edison,DLRP,16:00,22:00,6:00,Sheepshead Bay,Event,Contingency
7/21/2020,Con Edison,Resideo,16:00,22:00,6:00,Maspeth,Event,Contingency
7/21/2020,Con Edison,Resideo,16:00,22:00,6:00,Sheepshead Bay,Event,Contingency
7/21/2020,Con Edison,Nest,16:00,20:00,4:00,Maspeth,Event,Contingency
7/21/2020,Con Edison,Nest,16:00,20:00,4:00,Sheepshead Bay,Event,Contingency
7/22/2020,Con Edison,Resideo,11:00,17:00,6:00,Southeast Bronx,Event,Immediate
7/22/2020,Con Edison,Nest,11:00,15:00,4:00,Southeast Bronx,Event,Immediate
7/22/2020,Con Edison,DLRP,11:00,17:00,6:00,Southeast Bronx,Event,Immediate
7/22/2020,Con Edison,CSRP,18:00,0:00,6:00,Southeast Bronx,Event,Unplanned
7/27/2020,NYISO,TDRP,16:00,22:00,6:00,Zones J1 J2 J3 J4 J5 J8,Event,
7/27/2020,Con Edison,CSRP,16:00,22:00,6:00,Non-Manhattan***,Event,Unplanned
7/27/2020,Con Edison,DLRP,16:00,22:00,6:00,Non-Manhattan***,Event,Contingency
7/27/2020,Con Edison,Resideo,16:00,22:00,6:00,All,Test,Test
7/27/2020,Con Edison,Nest,16:00,20:00,4:00,All,Test,Test
7/27/2020,Con Edison,CSRP,20:00,0:00,4:00,Borough Hall,Event,Unplanned
7/28/2020,NYISO,TDRP,16:00,22:00,6:00,Zones J1 J2 J3 J4 J5 J8,Event,
7/28/2020,Con Edison,CSRP,16:00,22:00,6:00,Non-Manhattan***,Event,Unplanned
7/28/2020,Con Edison,DLRP,16:00,22:00,6:00,Non-Manhattan***,Event,Contingency
7/28/2020,Con Edison,Resideo,16:00,22:00,6:00,All,Test,Test
7/28/2020,Con Edison,Nest,16:00,20:00,4:00,All,Test,Test
7/28/2020,Con Edison,CSRP,19:00,0:00,5:00,Beekman Harlem,Event,Unplanned
7/29/2020,Con Edison,DLRP,16:00,22:00,6:00,Borough Hall,Event,Contingency
7/29/2020,Con Edison,Resideo,16:00,22:00,6:00,Borough Hall,Event,Contingency
7/29/2020,Con Edison,Nest,16:00,20:00,4:00,Borough Hall,Event,Contingency
7/29/2020,Con Edison,CSRP,19:00,0:00,5:00,Bay Ridge,Event,Unplanned
7/29/2020,Con Edison,Resideo,20:00,0:00,4:00,Bay Ridge,Event,Contingency
7/29/2020,Con Edison,Nest,20:45,23:00,2:15,Bay Ridge,Event,Contingency
7/30/2020,Con Edison,DLRP,13:00,0:00,11:00,Bay Ridge,Event,Contingency
7/30/2020,Con Edison,CSRP,13:00,0:00,11:00,Bay Ridge,Event,Unplanned
7/30/2020,Con Edison,Nest,13:00,17:00,4:00,Bay Ridge,Event,Contingency
7/30/2020,Con Edison,Resideo,16:45,0:00,7:15,Bay Ridge,Event,Contingency
8/24/2020,Con Edison,DLRP,14:00,16:00,2:00,All,Test,Test
8/24/2020,Con Edison,BYOD,16:00,20:00,4:00,All,Test,Test
8/25/2020,Con Edison,BYOD,18:00,22:00,4:00,All,Test,Test
8/27/2020,NYISO,SCR,14:00,15:00,1:00,Zone J,Test,Test
8/27/2020,NYISO,SCR,16:00,17:00,1:00,Zones H I,Test,Test
8/28/2020,Con Edison,CSRP,11:00,12:00,1:00,All,Test,Test
8/28/2020,Con Edison,CSRP,14:00,15:00,1:00,All,Test,Test
8/28/2020,Con Edison,CSRP,16:00,17:00,1:00,All,Test,Test
8/28/2020,Con Edison,CSRP,19:00,20:00,1:00,All,Test,Test
8/28/2020,Con Edison,Resideo,16:00,20:00,4:00,All,Test,Test
8/28/2020,Con Edison,Nest,16:00,20:00,4:00,All^,Test,Test
9/23/2020,Con Edison,BYOD,16:00,20:00,4:00,All,Test,Test
2/25/2021,NYISO,SCR,18:00,19:00,1:00,Zones H I,Test,Test
2/25/2021,NYISO,SCR,16:00,17:00,1:00,Zone J,Test,Test
4/1/2021,NYISO,SCR,16:00,17:00,1:00,Zone J,Test,Test
6/29/2021,Con Edison,CSRP,11:00,15:00,4:00,All,Event,Planned
6/29/2021,Con Edison,CSRP,14:00,18:00,4:00,All,Event,Planned
6/29/2021,Con Edison,CSRP,16:00,20:00,4:00,All,Event,Planned
6/29/2021,Con Edison,CSRP,19:00,23:00,4:00,All,Event,Planned
6/29/2021,Con Edison,DLRP,19:00,0:00,5:00,Yorkville,Event,Immediate
6/29/2021,Con Edison,DLRP,20:00,0:00,4:00,Maspeth,Event,Immediate
6/29/2021,Con Edison,DLRP,21:00,0:00,3:00,Central Park,Event,Immediate
6/29/2021,Con Edison,Term DLM,11:00,15:00,4:00,All,Event,Event
6/29/2021,Con Edison,Term DLM,14:00,18:00,4:00,All,Event,Event
6/29/2021,Con Edison,Term DLM,16:00,20:00,4:00,All,Event,Event
6/29/2021,Con Edison,Term DLM,19:00,23:00,4:00,All,Event,Event
6/29/2021,NYISO,TDRP,14:00,19:00,5:00,Zone J2,Event,Event
6/29/2021,Con Edison,BYOT,11:00,15:00,4:00,All,Event,Planned
6/29/2021,Con Edison,BYOT,14:00,18:00,4:00,All,Event,Planned
6/29/2021,Con Edison,BYOT,16:00,20:00,4:00,All,Event,Planned
6/29/2021,Con Edison,BYOT,19:00,23:00,4:00,All,Event,Planned
6/30/2021,Con Edison,CSRP,11:00,15:00,4:00,All,Event,Planned
6/30/2021,Con Edison,CSRP,14:00,18:00,4:00,All,Event,Planned
6/30/2021,Con Edison,CSRP,16:00,20:00,4:00,All,Event,Planned
6/30/2021,Con Edison,CSRP,19:00,23:00,4:00,All,Event,Planned
6/30/2021,Con Edison,Term DLM,11:00,15:00,4:00,All,Event,Event
6/30/2021,Con Edison,Term DLM,14:00,18:00,4:00,All,Event,Event
6/30/2021,Con Edison,Term DLM,16:00,20:00,4:00,All,Event,Event
6/30/2021,Con Edison,Term DLM,19:00,23:00,4:00,All,Event,Event
6/30/2021,NYISO,TDRP,13:00,20:00,7:00,Zone J2,Event,Event
6/30/2021,Con Edison,BYOT,11:00,15:00,4:00,All,Event,Planned
6/30/2021,Con Edison,BYOT,14:00,18:00,4:00,All,Event,Planned
6/30/2021,Con Edison,BYOT,16:00,20:00,4:00,All,Event,Planned
6/30/2021,Con Edison,BYOT,19:00,23:00,4:00,All,Event,Planned
6/30/2021,Con Edison,DLRP,14:00,19:00,5:00,Crown Heights Ridgewood,Event,Contingency
6/30/2021,Con Edison,DLRP,13:00,19:00,6:00,Jamaica,Event,Immediate
6/30/2021,Con Edison,DLRP,18:00,0:00,6:00,Bay Ridge,Event,Contingency
6/30/2021,Con Edison,DLRP,21:00,0:00,3:00,Flatbush Williamsburg,Event,Immediate
7/16/2021,Con Edison,DLRP,16:00,22:00,6:00,Crown Heights,Event,Contingency
7/16/2021,Con Edison,BYOT,16:00,22:00,6:00,Crown Heights,Event,Contingency
7/27/2021,Con Edison,Auto-DLM,15:00,16:00,1:00,All,Test,Test
7/27/2021,Con Edison,DLRP,16:00,18:00,2:00,All,Test,Test
8/12/2021,Con Edison,CSRP,11:00,15:00,4:00,All,Event,Planned
8/12/2021,Con Edison,CSRP,14:00,18:00,4:00,All,Event,Planned
8/12/2021,Con Edison,CSRP,16:00,20:00,4:00,All,Event,Planned
8/12/2021,Con Edison,CSRP,19:00,23:00,4:00,All,Event,Planned
8/12/2021,Con Edison,Term DLM,11:00,15:00,4:00,All,Event,Event
8/12/2021,Con Edison,Term DLM,14:00,18:00,4:00,All,Event,Event
8/12/2021,Con Edison,Term DLM,16:00,20:00,4:00,All,Event,Event
8/12/2021,Con Edison,Term DLM,19:00,23:00,4:00,All,Event,Event
8/12/2021,Con Edison,BYOT,11:00,15:00,4:00,All,Event,Planned
8/12/2021,Con Edison,BYOT,14:00,18:00,4:00,All,Event,Planned
8/12/2021,Con Edison,BYOT,16:00,20:00,4:00,All,Event,Planned
8/12/2021,Con Edison,BYOT,19:00,23:00,4:00,All,Event,Planned
8/12/2021,Con Edison,DLRP,16:00,22:00,6:00,Rego Park,Event,Immediate
8/12/2021,Con Edison,DLRP,20:00,0:00,4:00,Fresh Kills,Event,Contingency
8/13/2021,Con Edison,CSRP,11:00,15:00,4:00,All,Event,Planned
8/13/2021,Con Edison,CSRP,14:00,18:00,4:00,All,Event,Planned
8/13/2021,Con Edison,CSRP,16:00,20:00,4:00,All,Event,Planned
8/13/2021,Con Edison,CSRP,19:00,23:00,4:00,All,Event,Planned
